week_end,avg_price_prod,avg_price_term,NASCDI,NASCDI_pos,NASCDI_neg
2017-10-01,13.75,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-08,14.821428571428571,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-15,16.517857142857142,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-22,18.75,33.92857142857143,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-29,18.75,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-05,20.089285714285715,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-12,21.875,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-19,21.875,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-26,21.875,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-03,21.875,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2018-10-07,12.678571428571429,33.92857142857143,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-14,13.75,36.160714285714285,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-21,13.392857142857142,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-28,12.5,31.696428571428573,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-04,12.5,31.25,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-11,11.785714285714286,31.25,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-18,13.125,38.839285714285715,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-25,13.303571428571429,37.94642857142857,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-02,14.375,35.267857142857146,97.2296460568755,454.43685741274436,454.4368574127443
2019-10-06,31.875,28.125,103.32946964630833,517.4683678368833,511.3685442474505
2019-10-13,31.875,28.125,97.2296460568755,517.4683678368833,517.4683678368833
2019-10-20,31.875,28.125,97.2296460568755,517.4683678368833,517.4683678368833
2019-10-27,31.875,28.125,97.2296460568755,517.4683678368833,517.4683678368833
2019-11-03,31.875,28.125,97.2296460568755,517.4683678368833,517.4683678368833
2019-11-10,31.875,28.125,97.2296460568755,517.4683678368833,517.4683678368833
2019-11-17,31.875,28.571428571428573,97.2296460568755,517.4683678368833,517.4683678368833
2019-11-24,31.875,29.464285714285715,97.2296460568755,517.4683678368833,517.4683678368833
2019-12-01,31.875,37.5,97.2296460568755,517.4683678368833,517.4683678368833
2020-10-04,21.875,33.75,97.2296460568755,595.7494372346043,595.7494372346043
2020-10-11,25.0,35.714285714285715,97.2296460568755,595.7494372346043,595.7494372346043
2020-10-18,18.75,39.017857142857146,97.2296460568755,595.7494372346043,595.7494372346043
2020-10-25,22.321428571428573,34.82142857142857,97.2296460568755,595.7494372346043,595.7494372346043
2020-11-01,22.857142857142858,31.25,97.2296460568755,595.7494372346043,595.7494372346043
2020-11-08,21.25,31.25,97.2296460568755,595.7494372346043,595.7494372346043
2020-11-15,21.25,36.607142857142854,97.2296460568755,595.7494372346043,595.7494372346043
2020-11-22,22.857142857142858,31.25,97.2296460568755,595.7494372346043,595.7494372346043
2020-11-29,25.0,30.357142857142858,97.2296460568755,595.7494372346043,595.7494372346043
2020-12-06,25.0,31.875,97.2296460568755,595.7494372346043,595.7494372346043
2021-10-03,18.75,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-10-10,22.678571428571427,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-10-17,25.0,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-10-24,23.035714285714285,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-10-31,28.660714285714285,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-11-07,29.464285714285715,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-11-14,25.0,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-11-21,25.0,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-11-28,25.0,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2021-12-05,25.0,28.125,97.2296460568755,646.5813004798777,646.5813004798778
2022-10-02,18.75,37.5,97.2296460568755,701.479712784773,701.479712784773
2022-10-09,18.75,37.5,97.2296460568755,701.479712784773,701.479712784773
2022-10-16,18.75,37.5,97.2296460568755,701.479712784773,701.479712784773
2022-10-23,18.75,34.375,97.2296460568755,701.479712784773,701.479712784773
2022-10-30,18.75,33.660714285714285,97.2296460568755,701.479712784773,701.479712784773
2022-11-06,17.857142857142858,33.125,97.2296460568755,701.479712784773,701.479712784773
2022-11-13,18.75,33.125,97.2296460568755,701.479712784773,701.479712784773
2022-11-20,17.857142857142858,28.125,97.2296460568755,701.479712784773,701.479712784773
2022-11-27,18.75,28.125,97.2296460568755,701.479712784773,701.479712784773
2022-12-04,18.75,28.125,97.2296460568755,701.479712784773,701.479712784773
2023-10-01,34.375,43.75,97.2296460568755,776.7108703877777,776.7108703877776
2023-10-08,34.375,42.857142857142854,97.2296460568755,776.7108703877777,776.7108703877776
2023-10-15,30.803571428571427,43.75,97.2296460568755,776.7108703877777,776.7108703877776
2023-10-22,25.0,43.75,97.2296460568755,776.7108703877777,776.7108703877776
2023-10-29,25.0,43.75,97.2296460568755,776.7108703877777,776.7108703877776
2023-11-05,24.776785714285715,47.32142857142857,97.2296460568755,776.7108703877777,776.7108703877776
2023-11-12,25.0,50.0,97.2296460568755,776.7108703877777,776.7108703877776
2023-11-19,25.0,50.0,97.2296460568755,776.7108703877777,776.7108703877776
2023-11-26,25.0,48.214285714285715,97.2296460568755,776.7108703877777,776.7108703877776
