week_end,avg_price_prod,avg_price_term,NASCDI,NASCDI_pos,NASCDI_neg
2015-09-06,18.660714285714285,33.125,97.2296460568755,300.92463041201864,300.9246304120186
2015-09-13,14.196428571428571,33.125,97.2296460568755,300.92463041201864,300.9246304120186
2015-09-20,15.848214285714286,33.125,97.2296460568755,300.92463041201864,300.9246304120186
2015-09-27,14.0625,33.125,97.2296460568755,300.92463041201864,300.9246304120186
2015-10-04,17.633928571428573,31.982142857142858,97.2296460568755,300.92463041201864,300.9246304120186
2015-10-11,18.080357142857142,36.410714285714285,97.2296460568755,300.92463041201864,300.9246304120186
2015-10-18,17.633928571428573,34.19642857142857,97.2296460568755,300.92463041201864,300.9246304120186
2015-10-25,18.973214285714285,30.625,97.2296460568755,300.92463041201864,300.9246304120186
2015-11-01,18.526785714285715,30.625,97.2296460568755,300.92463041201864,300.9246304120186
2015-11-08,17.633928571428573,28.482142857142858,97.2296460568755,300.92463041201864,300.9246304120186
2015-11-15,13.303571428571429,29.821428571428573,97.2296460568755,300.92463041201864,300.9246304120186
2015-11-22,16.964285714285715,28.125,97.2296460568755,300.92463041201864,300.9246304120186
2015-11-29,15.625,28.803571428571427,97.2296460568755,300.92463041201864,300.9246304120186
2015-12-06,15.625,25.017857142857142,97.2296460568755,300.92463041201864,300.9246304120186
2015-12-13,15.625,21.875,97.2296460568755,300.92463041201864,300.9246304120186
2015-12-20,10.044642857142858,21.875,97.2296460568755,300.92463041201864,300.9246304120186
2015-12-27,14.0625,28.125,97.2296460568755,300.92463041201864,300.9246304120186
2016-01-03,15.178571428571429,27.321428571428573,97.2296460568755,300.92463041201864,300.9246304120186
2016-01-10,18.75,26.785714285714285,97.2296460568755,300.92463041201864,300.9246304120186
2016-01-17,16.517857142857142,28.303571428571427,97.2296460568755,300.92463041201864,300.9246304120186
2016-01-24,16.071428571428573,28.75,97.2296460568755,300.92463041201864,300.9246304120186
2016-01-31,17.857142857142858,28.303571428571427,97.2296460568755,300.92463041201864,300.9246304120186
2017-09-03,19.375,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-09-10,20.3125,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-09-17,21.205357142857142,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-09-24,22.098214285714285,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-01,20.758928571428573,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-08,21.428571428571427,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-15,20.535714285714285,31.25,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-22,20.3125,33.92857142857143,97.2296460568755,388.3554351938889,388.35543519388887
2017-10-29,19.196428571428573,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-05,20.089285714285715,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-12,17.857142857142858,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-19,20.089285714285715,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-11-26,19.642857142857142,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-03,21.428571428571427,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-10,18.75,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-17,16.964285714285715,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-24,16.964285714285715,34.375,97.2296460568755,388.3554351938889,388.35543519388887
2017-12-31,18.303571428571427,40.625,97.2296460568755,388.3554351938889,388.35543519388887
2018-01-07,17.857142857142858,33.214285714285715,97.2296460568755,388.3554351938889,388.35543519388887
2018-01-14,16.964285714285715,33.125,132.8119503285669,423.9377394655803,388.35543519388887
2018-01-21,16.071428571428573,33.125,102.31283238140284,423.9377394655803,418.8545531410529
2018-01-28,16.071428571428573,33.125,97.2296460568755,423.9377394655803,423.93773946558025
2018-02-04,16.071428571428573,33.125,97.2296460568755,423.9377394655803,423.93773946558025
2018-09-02,15.9375,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-09-09,15.848214285714286,33.035714285714285,97.2296460568755,454.43685741274436,454.4368574127443
2018-09-16,19.598214285714285,45.535714285714285,97.2296460568755,454.43685741274436,454.4368574127443
2018-09-23,19.196428571428573,37.5,97.2296460568755,454.43685741274436,454.4368574127443
2018-09-30,20.089285714285715,39.285714285714285,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-07,21.875,33.92857142857143,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-14,22.098214285714285,36.160714285714285,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-21,23.214285714285715,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-10-28,21.875,31.696428571428573,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-04,22.142857142857142,31.25,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-11,20.535714285714285,31.25,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-18,21.428571428571427,38.839285714285715,97.2296460568755,454.43685741274436,454.4368574127443
2018-11-25,21.875,37.94642857142857,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-02,22.544642857142858,35.267857142857146,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-09,21.875,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-16,22.767857142857142,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-23,17.633928571428573,34.375,97.2296460568755,454.43685741274436,454.4368574127443
2018-12-30,17.857142857142858,34.375,97.2296460568755,454.43685741274436,454.4368574127443
