week_end,avg_price_prod,avg_price_term,NASCDI
2015-09-06 23:59:59.999999999,18.660714285714285,33.125,
2015-09-13 23:59:59.999999999,14.196428571428571,33.125,
2015-09-20 23:59:59.999999999,15.848214285714286,33.125,
2015-09-27 23:59:59.999999999,14.0625,33.125,
2015-10-04 23:59:59.999999999,17.633928571428573,31.982142857142858,
2015-10-11 23:59:59.999999999,18.080357142857142,36.410714285714285,
2015-10-18 23:59:59.999999999,17.633928571428573,34.19642857142857,
2015-10-25 23:59:59.999999999,18.973214285714285,30.625,
2015-11-01 23:59:59.999999999,18.526785714285715,30.625,
2015-11-08 23:59:59.999999999,17.633928571428573,28.482142857142858,
2015-11-15 23:59:59.999999999,13.303571428571429,29.821428571428573,
2015-11-22 23:59:59.999999999,16.964285714285715,28.125,
2015-11-29 23:59:59.999999999,15.625,28.803571428571427,
2015-12-06 23:59:59.999999999,15.625,25.017857142857142,
2015-12-13 23:59:59.999999999,15.625,21.875,
2015-12-20 23:59:59.999999999,10.044642857142858,21.875,
2015-12-27 23:59:59.999999999,14.0625,28.125,
2016-01-03 23:59:59.999999999,15.178571428571429,27.321428571428573,
2016-01-10 23:59:59.999999999,18.75,26.785714285714285,
2016-01-17 23:59:59.999999999,16.517857142857142,28.303571428571427,
2016-01-24 23:59:59.999999999,16.071428571428573,28.75,
2016-01-31 23:59:59.999999999,17.857142857142858,28.303571428571427,
2017-09-03 23:59:59.999999999,19.375,31.25,
2017-09-10 23:59:59.999999999,20.3125,31.25,
2017-09-17 23:59:59.999999999,21.205357142857142,31.25,
2017-09-24 23:59:59.999999999,22.098214285714285,31.25,
2017-10-01 23:59:59.999999999,20.758928571428573,31.25,
2017-10-08 23:59:59.999999999,21.428571428571427,31.25,
2017-10-15 23:59:59.999999999,20.535714285714285,31.25,
2017-10-22 23:59:59.999999999,20.3125,33.92857142857143,
2017-10-29 23:59:59.999999999,19.196428571428573,34.375,
2017-11-05 23:59:59.999999999,20.089285714285715,34.375,
2017-11-12 23:59:59.999999999,17.857142857142858,34.375,
2017-11-19 23:59:59.999999999,20.089285714285715,34.375,
2017-11-26 23:59:59.999999999,19.642857142857142,34.375,
2017-12-03 23:59:59.999999999,21.428571428571427,34.375,
2017-12-10 23:59:59.999999999,18.75,34.375,
2017-12-17 23:59:59.999999999,16.964285714285715,34.375,
2017-12-24 23:59:59.999999999,16.964285714285715,34.375,
2017-12-31 23:59:59.999999999,18.303571428571427,40.625,
2018-01-07 23:59:59.999999999,17.857142857142858,33.214285714285715,
2018-01-14 23:59:59.999999999,16.964285714285715,33.125,
2018-01-21 23:59:59.999999999,16.071428571428573,33.125,
2018-01-28 23:59:59.999999999,16.071428571428573,33.125,
2018-02-04 23:59:59.999999999,16.071428571428573,33.125,
2018-09-02 23:59:59.999999999,15.9375,34.375,
2018-09-09 23:59:59.999999999,15.848214285714286,33.035714285714285,
2018-09-16 23:59:59.999999999,19.598214285714285,45.535714285714285,
2018-09-23 23:59:59.999999999,19.196428571428573,37.5,
2018-09-30 23:59:59.999999999,20.089285714285715,39.285714285714285,
2018-10-07 23:59:59.999999999,21.875,33.92857142857143,
2018-10-14 23:59:59.999999999,22.098214285714285,36.160714285714285,
2018-10-21 23:59:59.999999999,23.214285714285715,34.375,
2018-10-28 23:59:59.999999999,21.875,31.696428571428573,
2018-11-04 23:59:59.999999999,22.142857142857142,31.25,
2018-11-11 23:59:59.999999999,20.535714285714285,31.25,
2018-11-18 23:59:59.999999999,21.428571428571427,38.839285714285715,
2018-11-25 23:59:59.999999999,21.875,37.94642857142857,
2018-12-02 23:59:59.999999999,22.544642857142858,35.267857142857146,
2018-12-09 23:59:59.999999999,21.875,34.375,
2018-12-16 23:59:59.999999999,22.767857142857142,34.375,
2018-12-23 23:59:59.999999999,17.633928571428573,34.375,
2018-12-30 23:59:59.999999999,17.857142857142858,34.375,
2019-01-06 23:59:59.999999999,28.214285714285715,34.375,
2019-01-13 23:59:59.999999999,32.0,34.375,
2019-01-20 23:59:59.999999999,32.0,34.375,
2019-01-27 23:59:59.999999999,32.0,42.232142857142854,
2019-02-03 23:59:59.999999999,32.0,43.75,
2019-09-01 23:59:59.999999999,32.0,28.125,
2019-09-08 23:59:59.999999999,32.0,28.125,
2019-09-15 23:59:59.999999999,32.0,28.125,
2019-09-22 23:59:59.999999999,32.0,28.125,
2019-09-29 23:59:59.999999999,32.0,28.125,
2019-10-06 23:59:59.999999999,32.0,28.125,
2019-10-13 23:59:59.999999999,32.0,28.125,
2019-10-20 23:59:59.999999999,32.0,28.125,
2019-10-27 23:59:59.999999999,32.0,28.125,
2019-11-03 23:59:59.999999999,32.0,28.125,
2019-11-10 23:59:59.999999999,32.0,28.125,
2019-11-17 23:59:59.999999999,32.0,28.571428571428573,
2019-11-24 23:59:59.999999999,32.0,29.464285714285715,
2019-12-01 23:59:59.999999999,32.0,37.5,
2019-12-08 23:59:59.999999999,32.0,31.696428571428573,
2019-12-15 23:59:59.999999999,32.0,21.875,
2019-12-22 23:59:59.999999999,32.0,28.125,
2019-12-29 23:59:59.999999999,32.0,28.125,
2020-01-05 23:59:59.999999999,32.0,20.625,
2020-01-12 23:59:59.999999999,32.0,20.625,
2020-01-19 23:59:59.999999999,31.803571428571427,21.964285714285715,
2020-01-26 23:59:59.999999999,31.026785714285715,24.375,
2020-02-02 23:59:59.999999999,29.464285714285715,28.125,
2020-09-06 23:59:59.999999999,30.357142857142858,37.5,
2020-09-13 23:59:59.999999999,30.803571428571427,38.392857142857146,
