week_end,avg_price_prod,avg_price_term,log_price_prod,log_price_term,NASCDI,NASCDI_pos,NASCDI_neg
2017-09-17,31.25,31.25,3.4420193761824107,3.4420193761824107,109.50444301711504,219.01372757810609,221.15597061438825
2017-09-24,28.883928571428573,31.25,3.3632853356399064,3.4420193761824107,108.10911524575567,219.01372757810609,222.5512983857476
2017-10-01,25.714285714285715,31.25,3.247046701834897,3.4420193761824107,106.60921836740148,219.01372757810609,224.0511952641018
2017-10-08,25.535714285714285,31.25,3.2400780325188037,3.4420193761824107,108.14065416678092,220.54516337748552,224.0511952641018
2017-10-15,26.25,35.714285714285715,3.2676659890376327,3.575550768806933,106.77145791184432,220.54516337748552,225.4203915190384
2017-10-22,25.714285714285715,37.5,3.247046701834897,3.624340932976365,106.3598428183531,220.54516337748552,225.8320066125296
2017-10-29,26.607142857142858,37.5,3.2811797082043554,3.624340932976365,107.35562506053338,221.54094561966582,225.8320066125296
2017-11-05,29.6875,37.5,3.39072608179486,3.624340932976365,110.3355720126963,224.52089257182874,225.8320066125296
2017-11-12,27.8125,37.5,3.325485559926459,3.624340932976365,107.89272401147302,224.52089257182874,228.2748546137529
2017-11-19,26.5625,37.5,3.2795004466846356,3.624340932976365,108.66109509803655,225.28926365839226,228.2748546137529
2017-11-26,26.5625,37.5,3.2795004466846356,3.624340932976365,105.97601696133805,225.28926365839226,230.9599327504514
2017-12-03,27.678571428571427,37.5,3.320658519178143,3.624340932976365,107.0549969803488,226.36824367740303,230.9599327504514
2017-12-10,28.928571428571427,37.5,3.3648297374912803,3.624340932976365,115.45783768185932,234.77108437891354,230.9599327504514
2017-12-17,28.392857142857142,39.50892857142857,3.346137604479128,3.6765266861469352,116.04009508185638,235.3533417789106,230.9599327504514
2017-12-24,26.25,40.401785714285715,3.2676659890376327,3.698873984838932,110.13173808400698,235.3533417789106,236.8682897483008
2017-12-31,33.214285714285715,35.267857142857146,3.502980075972098,3.5629719866000733,106.82206568842112,235.3533417789106,240.17796214388667
2018-09-16,25.0,40.625,3.2188758248682006,3.7043836406499016,93.01295813050994,273.63966871259225,292.27339663547957
2018-09-23,25.0,40.625,3.2188758248682006,3.7043836406499016,93.01295813050994,273.63966871259225,292.27339663547957
2018-09-30,26.785714285714285,45.089285714285715,3.287868696355152,3.808644650974311,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-07,31.25,51.11607142857143,3.4420193761824107,3.934098957127346,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-14,31.25,53.125,3.4420193761824107,3.972647627244581,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-21,29.017857142857142,53.125,3.3679114040286886,3.972647627244581,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-28,25.0,49.55357142857143,3.2188758248682006,3.9030543354453857,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-04,27.678571428571427,51.339285714285715,3.320658519178143,3.9384562624963015,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-11,26.785714285714285,39.285714285714285,3.287868696355152,3.670860948611258,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-18,25.0,32.36607142857143,3.2188758248682006,3.4771106959936806,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-25,25.0,31.919642857142858,3.2188758248682006,3.4632215838330134,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-02,25.0,34.82142857142857,3.2188758248682006,3.550232960822643,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-09,25.0,34.82142857142857,3.2188758248682006,3.550232960822643,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-16,25.0,35.267857142857146,3.2188758248682006,3.5629719866000733,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-23,25.0,33.482142857142854,3.2188758248682006,3.511012247669362,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-30,25.0,32.142857142857146,3.2188758248682006,3.470190253149107,93.01295813050994,273.63966871259225,292.27339663547957
2019-01-06,25.0,33.035714285714285,3.2188758248682006,3.497589227337221,93.01295813050994,273.63966871259225,292.27339663547957
2019-09-15,43.75,31.25,3.7784916128036232,3.4420193761824107,107.05026803725676,312.6479331544182,317.2443511705587
2019-09-22,43.75,31.25,3.7784916128036232,3.4420193761824107,109.14837959337872,314.74604471054016,317.2443511705587
2019-09-29,43.75,37.5,3.7784916128036232,3.624340932976365,109.26795619781862,314.86562131498005,317.2443511705587
2019-10-06,43.75,37.5,3.7784916128036232,3.624340932976365,103.37733461995798,314.86562131498005,323.13497274841933
2019-10-13,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-10-20,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-10-27,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-03,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-10,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-17,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-24,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-12-01,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-12-08,43.75,37.5,3.7784916128036232,3.624340932976365,93.01295813050994,314.86562131498005,333.49934923786736
2019-12-15,43.75,45.982142857142854,3.7784916128036232,3.828253122362687,93.01295813050994,314.86562131498005,333.49934923786736
2019-12-22,43.75,43.30357142857143,3.7784916128036232,3.768235112636434,93.01295813050994,314.86562131498005,333.49934923786736
2019-12-29,43.75,42.410714285714285,3.7784916128036232,3.747401025733592,93.01295813050994,314.86562131498005,333.49934923786736
2020-01-05,43.75,31.25,3.7784916128036232,3.4420193761824107,93.01295813050994,314.86562131498005,333.49934923786736
2020-09-20,33.645833333333336,47.767857142857146,3.5158892247488662,3.8663529685949576,93.01295813050994,368.03953666829733,386.67326459118453
2020-09-27,29.910714285714285,42.857142857142854,3.3982167535240175,3.7578723256008875,93.01295813050994,368.03953666829733,386.67326459118453
2020-10-04,27.008928571428573,51.785714285714285,3.2961674991698473,3.9471143252394163,93.01295813050994,368.03953666829733,386.67326459118453
2020-10-11,25.669642857142858,44.642857142857146,3.245309081936356,3.798694320121143,93.01295813050994,368.03953666829733,386.67326459118453
2020-10-18,28.125,47.32142857142857,3.3366588605245844,3.8569632282451187,93.01295813050994,368.03953666829733,386.67326459118453
2020-10-25,30.357142857142858,56.25,3.4130318393091583,4.029806041084529,93.01295813050994,368.03953666829733,386.67326459118453
2020-11-01,34.375,49.55357142857143,3.5373295559867355,3.9030543354453857,93.01295813050994,368.03953666829733,386.67326459118453
2020-11-08,34.375,45.982142857142854,3.5373295559867355,3.828253122362687,93.01295813050994,368.03953666829733,386.67326459118453
2020-11-15,35.714285714285715,57.142857142857146,3.575550768806933,4.045554398052669,93.01295813050994,368.03953666829733,386.67326459118453
2020-11-22,37.05357142857143,46.875,3.6123647419296496,3.847484484290575,93.01295813050994,368.03953666829733,386.67326459118453
2020-11-29,34.375,38.839285714285715,3.5373295559867355,3.659432252787635,93.01295813050994,368.03953666829733,386.67326459118453
2020-12-06,34.375,34.82142857142857,3.5373295559867355,3.550232960822643,93.01295813050994,368.03953666829733,386.67326459118453
2020-12-13,34.375,33.035714285714285,3.5373295559867355,3.497589227337221,93.01295813050994,368.03953666829733,386.67326459118453
