week_end,avg_price_prod,avg_price_term,log_price_prod,log_price_term,NASCDI,NASCDI_pos,NASCDI_neg
2015-09-06,18.660714285714285,33.125,2.9264204736637622,3.5002882843063863,112.0803483308305,82.68732735032295,82.25366507288952
2015-09-13,14.196428571428571,33.125,2.652990423919183,3.5002882843063863,110.1767286689604,82.68732735032295,84.15728473475963
2015-09-20,15.848214285714286,33.125,2.763056830614422,3.5002882843063863,109.30053364121976,82.68732735032295,85.03347976250026
2015-09-27,14.0625,33.125,2.643511679964639,3.5002882843063863,111.12056321089077,84.50735691999395,85.03347976250026
2015-10-04,17.633928571428573,31.982142857142858,2.869824806040128,3.4651777113255626,108.89688404548572,84.50735691999395,87.25715892790531
2015-10-11,18.080357142857142,36.410714285714285,2.894826108245545,3.594863079839306,110.40129763556284,86.01177051007107,87.25715892790531
2015-10-18,17.633928571428573,34.19642857142857,2.869824806040128,3.532121210879597,109.87869565065752,86.01177051007107,87.77976091281063
2015-10-25,18.973214285714285,30.625,2.9430282100634226,3.421816668864891,110.37544385292638,86.50851871233994,87.77976091281063
2015-11-01,18.526785714285715,30.625,2.9192175613697042,3.421816668864891,125.6132773487858,101.74635220819935,87.77976091281063
2015-11-08,17.633928571428573,28.482142857142858,2.869824806040128,3.3492773244837957,111.9297166786513,101.74635220819935,101.46332158294513
2015-11-15,13.303571428571429,29.821428571428573,2.5880325276444105,3.3952272146756517,113.16800806659045,102.9846435961385,101.46332158294513
2015-11-22,16.964285714285715,28.125,2.8311102938594375,3.3366588605245844,110.09597497976112,102.9846435961385,104.53535466977445
2015-11-29,15.625,28.803571428571427,2.7488721956224653,3.3604993873900595,111.74421674301672,104.6328853593941,104.53535466977445
2015-12-06,15.625,25.017857142857142,2.7488721956224653,3.219589855601858,110.08483992042908,104.6328853593941,106.1947314923621
2015-12-13,15.625,21.875,2.7488721956224653,3.0853444322436783,114.04344727322818,108.5914927121932,106.1947314923621
2015-12-20,10.044642857142858,21.875,2.307039443343426,3.0853444322436783,112.88160759222562,108.5914927121932,107.35657117336466
2015-12-27,14.0625,28.125,2.643511679964639,3.3366588605245844,114.63646757352136,110.34635269348894,107.35657117336466
2016-01-03,15.178571428571429,27.321428571428573,2.719884658749213,3.307671323651332,111.63255758225854,110.34635269348894,110.36048116462747
2016-01-10,18.75,26.785714285714285,2.9311937524164198,3.287868696355152,110.62736125117574,110.34635269348894,111.36567749571027
2016-01-17,16.517857142857142,28.303571428571427,2.8044420467772757,3.3429879955762316,108.39717976637556,110.34635269348894,113.59585898051046
2016-01-24,16.071428571428573,28.75,2.7770430725891617,3.3586377672433594,108.52620425528936,110.47537718240274,113.59585898051046
2016-01-31,17.857142857142858,28.303571428571427,2.882403588246988,3.3429879955762316,112.51139823941052,114.4605711665239,113.59585898051046
2017-09-03,19.375,31.25,2.9639835752394106,3.4420193761824107,109.52387171184353,218.3692956196549,220.4921099612086
2017-09-10,20.3125,31.25,3.011236460089956,3.4420193761824107,108.86001105866386,218.3692956196549,221.15597061438825
2017-09-17,21.205357142857142,31.25,3.054253845173647,3.4420193761824107,109.50444301711504,219.01372757810609,221.15597061438825
2017-09-24,22.098214285714285,31.25,3.095496803707696,3.4420193761824107,108.10911524575567,219.01372757810609,222.5512983857476
2017-10-01,20.758928571428573,31.25,3.0329764467263622,3.4420193761824107,106.60921836740148,219.01372757810609,224.0511952641018
2017-10-08,21.428571428571427,31.25,3.0647251450409425,3.4420193761824107,108.14065416678092,220.54516337748552,224.0511952641018
