week_end,avg_price_prod,avg_price_term,log_price_prod,log_price_term,NASCDI,NASCDI_pos,NASCDI_neg
2017-10-01,25.0,50.0,3.2188758248682006,3.912023005428146,106.60921836740148,219.01372757810609,224.0511952641018
2017-10-08,26.428571428571427,50.0,3.2744456760230114,3.912023005428146,108.14065416678092,220.54516337748552,224.0511952641018
2017-10-15,27.857142857142858,50.0,3.3270894095084333,3.912023005428146,106.77145791184432,220.54516337748552,225.4203915190384
2017-10-22,28.75,52.67857142857143,3.3586377672433594,3.9642087585987165,106.3598428183531,220.54516337748552,225.8320066125296
2017-10-29,28.75,53.125,3.3586377672433594,3.972647627244581,107.35562506053338,221.54094561966582,225.8320066125296
2017-11-05,29.821428571428573,53.125,3.3952272146756517,3.972647627244581,110.3355720126963,224.52089257182874,225.8320066125296
2017-11-12,31.25,53.125,3.4420193761824107,3.972647627244581,107.89272401147302,224.52089257182874,228.2748546137529
2017-11-19,31.25,53.125,3.4420193761824107,3.972647627244581,108.66109509803655,225.28926365839226,228.2748546137529
2017-11-26,31.25,53.125,3.4420193761824107,3.972647627244581,105.97601696133805,225.28926365839226,230.9599327504514
2017-12-03,31.25,53.125,3.4420193761824107,3.972647627244581,107.0549969803488,226.36824367740303,230.9599327504514
2018-10-07,22.321428571428573,53.57142857142857,3.1055471395611978,3.9810158769150976,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-14,25.0,55.357142857142854,3.2188758248682006,4.013805699738088,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-21,23.214285714285715,50.0,3.144767852714479,3.912023005428146,93.01295813050994,273.63966871259225,292.27339663547957
2018-10-28,18.75,48.214285714285715,2.9311937524164198,3.8756553612572713,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-04,18.75,48.214285714285715,2.9311937524164198,3.8756553612572713,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-11,16.517857142857142,40.17857142857143,2.8044420467772757,3.693333804463317,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-18,18.75,52.67857142857143,2.9311937524164198,3.9642087585987165,93.01295813050994,273.63966871259225,292.27339663547957
2018-11-25,19.196428571428573,50.892857142857146,2.954724249826614,3.929722582527547,93.01295813050994,273.63966871259225,292.27339663547957
2018-12-02,21.875,50.0,3.0853444322436783,3.912023005428146,93.01295813050994,273.63966871259225,292.27339663547957
2019-10-06,48.125,46.875,3.8738017926079484,3.847484484290575,103.37733461995798,314.86562131498005,323.13497274841933
2019-10-13,48.125,46.875,3.8738017926079484,3.847484484290575,93.01295813050994,314.86562131498005,333.49934923786736
2019-10-20,48.125,46.875,3.8738017926079484,3.847484484290575,93.01295813050994,314.86562131498005,333.49934923786736
2019-10-27,48.125,46.875,3.8738017926079484,3.847484484290575,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-03,48.125,46.875,3.8738017926079484,3.847484484290575,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-10,48.125,48.660714285714285,3.8738017926079484,3.8848720163621953,93.01295813050994,314.86562131498005,333.49934923786736
2019-11-17,48.125,49.107142857142854,3.8738017926079484,3.8940044999254675,93.01295813050994,314.86562131498005,333.49934923786736
