market,variety,grade,n_obs_ecm,ECT_y_L1,ECT_pvalue,BG_LM_stat(lag8),BG_LM_pvalue(lag8),LjungBox_Q_stat(lag8),LjungBox_pvalue(lag8),BP_stat,BP_pvalue,White_stat,White_pvalue,ARCH_LM_stat(lag8),ARCH_LM_pvalue(lag8),JB_stat,JB_pvalue,RESET_F,RESET_pvalue,ADF_resid_stat,ADF_resid_pvalue,AIC,BIC,R2
Shopian,American,A,72,-0.13263135168204845,0.13153416082282543,13.176149167462313,0.10593087936964549,2.9568990058716236,0.9370331504290048,18.114601417603012,0.7512437221951404,72.0,0.4445492412450154,6.913058973554364,0.546041428183321,10.75612747799427,0.0046167525190895006,0.5568096026477162,0.4592647810585907,-8.424265058139332,1.9459655844442141e-13,449.24533761196517,503.8853244683505,0.48529592925598275
Shopian,American,B,72,-0.1167954710315348,0.15495674994710487,13.767964476973468,0.08801743576984399,7.858152496163222,0.44744761164015634,19.78156430459277,0.6550503160293928,72.0,0.4445492412450154,6.7127822534760995,0.5679144092295554,6.937655858688715,0.03115352340144683,12.7869564594593,0.0008211475238325792,-8.177671890011137,8.292393802519699e-13,392.58714720005185,447.2271340564372,0.4222775197165609
Shopian,Delicious,A,110,-0.2395731968063887,0.011109810150010637,9.111824787468137,0.33295061254657266,5.346225144924129,0.7200108439574304,60.84824298809511,2.8780739314422012e-05,109.99533826168779,0.37573833054934785,2.179103198453417,0.9750227584601773,84.91157830267582,3.644895208078374e-19,1.819763480986171,0.180924214694259,-10.530263171110985,9.190629831158644e-19,689.7996662933991,754.6111950724171,0.36822657027203953
Shopian,Delicious,B,110,-0.11071612893315427,0.1533846502342895,8.714697701871112,0.366932421486343,3.5185909986703265,0.8977420228969111,38.07464964363217,0.025006048082672434,108.59433631130085,0.385466977013714,2.5094809657734043,0.9612873655843482,21.24594704950948,2.4350126222957957e-05,6.499794915889801,0.012583392830303896,-10.614936823703681,5.70689424863653e-19,682.0700995597991,746.8816283388171,0.4080301155528314
Sopore,American,A,200,-0.36811684980709325,8.199181013818516e-08,11.00074859794178,0.20165678571589335,5.757825318526618,0.6743379773752842,40.28353264886353,0.014281669073361473,199.14797165605006,0.05624244286529409,27.41084164744649,0.0006002681557385885,1272.9724743063744,3.7804142975931977e-277,28.366584222534982,3.054134814727357e-07,-13.761182150828938,1.0078337584832403e-25,1331.3595718115484,1410.5191886087014,0.2913921285072383
Sopore,American,B,200,-0.31003265442323824,1.5072857179874417e-06,16.530836734653363,0.03538258693802438,8.934762729452942,0.34782918403857277,54.329591935726064,0.00024123685833627397,199.49857624027257,0.05433351354230472,4.420994895765418,0.8172842961916752,2088.369677958706,0.0,48.01917745558832,7.773611508127117e-11,-13.821143123950021,7.901061049264665e-26,1233.04333200967,1312.2029488068229,0.29298504109814993
Sopore,Delicious,A,236,-0.14341814847481732,0.0002185005332275913,7.1211803760723145,0.5236165370441428,2.400836937853893,0.9661947207808899,105.82043421326382,1.3699362482086876e-12,228.73805203548378,0.06624579373119593,3.646105872708958,0.8875593748440319,277.6422668146119,5.137452147022688e-61,4.438282964802668,0.03632310357938355,-15.420189002041838,3.041833807585034e-28,1371.0130053021326,1454.1449686227472,0.2036053622924875
Sopore,Delicious,B,236,-0.14569979053721657,8.160845010209766e-05,10.739620475078238,0.21689356465914986,7.790984556601547,0.45414932163415556,63.86006749149372,1.0374907941926674e-05,224.61412864498698,0.09426556049565203,7.0073063910205455,0.5358445674900513,70.10443858160822,5.984316899658677e-16,2.2413052064391117,0.13586189558270412,-15.358423779885493,3.6401313954871385e-28,1334.7340693218491,1417.8660326424638,0.20927124467855096
