producer_market,variety,grade,n_obs,ECT_y_L1,ECT_pvalue,LR_pass_through_prod,LR_effect_NASCDI_pos,LR_effect_NASCDI_neg,bounds_F,bounds_F_pvalue,R2,AIC,BIC
Shopian,American,A,72,-0.13263135168204845,0.04586768866311073,0.9355107838534037,-35.18002209021463,35.181779157910846,2.4463952871170704,0.05897060081683452,0.48529592925598275,449.24533761196517,503.8853244683505
Shopian,American,B,72,-0.1167954710315348,0.049471261429606714,1.0689098971762994,-31.96649227878206,31.971869960194443,3.152358608602526,0.02220611721451129,0.4222775197165609,392.58714720005185,447.2271340564372
Shopian,Delicious,A,110,-0.2395731968063887,0.005735597216617472,1.0451004727456723,-0.9248442686296849,0.9322267754357747,2.1056910830725357,0.08701529343453897,0.36822657027203953,689.7996662933991,754.6111950724171
Shopian,Delicious,B,110,-0.11071612893315427,0.09615190375462568,1.2032744972118024,-1.121655369584708,1.1566278695115377,1.3359861280783898,0.26315375657744616,0.4080301155528314,682.0700995597991,746.8816283388171
Sopore,American,A,200,-0.36811684980709325,0.001721097794540778,-0.005683038996711968,-0.0872687216711559,0.12492101083984491,3.887022721450264,0.004736433703421955,0.2913921285072383,1331.3595718115484,1410.5191886087014
Sopore,American,B,200,-0.31003265442323824,0.0004217468463889412,0.2007313283760807,-0.27362372695051773,0.2947851578591596,3.7277701002285824,0.006139423494506231,0.29298504109814993,1233.04333200967,1312.2029488068229
Sopore,Delicious,A,236,-0.14341814847481732,0.00012343868651450358,0.610502405238919,0.06475573352037557,-0.04221459786415553,3.987848328174606,0.003850435864719771,0.2036053622924875,1371.0130053021326,1454.1449686227472
Sopore,Delicious,B,236,-0.14569979053721657,0.00036312660519167414,0.3780405097274171,-0.13158270295287433,0.14090644304265784,3.6350775100590105,0.006893981858227384,0.20927124467855096,1334.7340693218491,1417.8660326424638
