sim,spearman_vs_baseline,kendall_vs_baseline,mean_abs_diff
519,1.0,0.9999999999999998,0.012430015076298803
520,1.0,0.9999999999999998,0.03200396120922724
521,1.0,0.9999999999999998,0.010826120554066086
522,1.0,0.9999999999999998,0.024345144674350075
523,1.0,0.9999999999999998,0.010062087679782263
524,1.0,0.9999999999999998,0.00870262543595788
525,1.0,0.9999999999999998,0.014448226255544178
526,1.0,0.9999999999999998,0.003737376193457244
527,1.0,0.9999999999999998,0.023054172882336132
528,1.0,0.9999999999999998,0.010844739757583592
529,1.0,0.9999999999999998,0.004877242607247784
530,1.0,0.9999999999999998,0.006577797304304758
531,1.0,0.9999999999999998,0.027701986698974564
532,1.0,0.9999999999999998,0.03162527823332869
533,1.0,0.9999999999999998,0.023588126416129902
534,1.0,0.9999999999999998,0.015114203038014355
535,1.0,0.9999999999999998,0.007576038318584534
536,1.0,0.9999999999999998,0.006885899229078625
537,1.0,0.9999999999999998,0.012919466325998177
538,1.0,0.9999999999999998,0.024682758627626686
539,1.0,0.9999999999999998,0.021669734913642852
540,1.0,0.9999999999999998,0.03583727740913429
541,1.0,0.9999999999999998,0.009101650853754036
542,1.0,0.9999999999999998,0.018492155864113277
543,1.0,0.9999999999999998,0.033428659091474834
544,1.0,0.9999999999999998,0.0200622365667597
545,1.0,0.9999999999999998,0.008693231102385554
546,1.0,0.9999999999999998,0.011789875968036698
547,1.0,0.9999999999999998,0.017218725484863272
548,1.0,0.9999999999999998,0.009847355235837067
549,1.0,0.9999999999999998,0.03697256103171146
550,1.0,0.9999999999999998,0.03375593135449637
551,1.0,0.9999999999999998,0.025827417209588338
552,1.0,0.9999999999999998,0.003089281163394242
553,1.0,0.9999999999999998,0.01199419988152707
554,1.0,0.9999999999999998,0.018568177446692813
555,1.0,0.9999999999999998,0.03103236957079898
556,1.0,0.9999999999999998,0.010533993264470722
557,1.0,0.9999999999999998,0.011513201329167846
558,1.0,0.9999999999999998,0.0057480606755723265
559,1.0,0.9999999999999998,0.029210110250692076
560,1.0,0.9999999999999998,0.006700188628208155
561,1.0,0.9999999999999998,0.030498305176938058
562,1.0,0.9999999999999998,0.012683410156104247
563,1.0,0.9999999999999998,0.03555328235465731
564,1.0,0.9999999999999998,0.00866273904734171
565,1.0,0.9999999999999998,0.02654250104883516
566,1.0,0.9999999999999998,0.014642731267435677
567,1.0,0.9999999999999998,0.016298349040768247
568,1.0,0.9999999999999998,0.010526776552083943
569,1.0,0.9999999999999998,0.022324595740873802
570,1.0,0.9999999999999998,0.01808316093025123
571,1.0,0.9999999999999998,0.009647795977322723
572,1.0,0.9999999999999998,0.015588317512785596
573,1.0,0.9999999999999998,0.005949567909214075
